ID,Name,Fundkategorie,Link
3769,Wyhler Mühle,,iDAI gazetteer
3770,Birkfeld,,iDAI gazetteer
3771,Dillig Fst. 13 (Nord): Am großen Butzeling,,iDAI gazetteer
3772,Dillig Fst. 13 (Mitte): Vor dem Leideberge,,iDAI gazetteer
3773,Dillig Fst. 13 (West): Die Teichwiese und im Loch,,iDAI gazetteer
3774,Dissen - Die Feldwiesen,,iDAI gazetteer
3775,Dissen - Die Feldwiesen u. die Mitteldisser Wiesen,,iDAI gazetteer
3776,Wüstung Lützelmaden - Im Mader Grund,,iDAI gazetteer
,,,
3778,Quedlinburg IV,Einzelfund,iDAI gazetteer
3779,Zörbig III,Einzelfund,iDAI gazetteer
,,,
3781,Erxleben I,Einzelfund,iDAI gazetteer
3782,Friedrichsdorf,,iDAI gazetteer
3783,Usingen-Kransberg,,iDAI gazetteer
3784,Wehrheim,,iDAI gazetteer
3785,Benz Fpl. 14 (Lkr. Nordwestmecklenburg),Einzelfund,iDAI gazetteer
3786,Güstrow Fpl. 164,Einzelfund,iDAI gazetteer
3787,Niendorf Fpl. 15,Einzelfund,iDAI gazetteer
3788,Boizenburg (Fdpl. 91),Einzelfund,iDAI gazetteer
3789,Zahrensdorf Fpl. 20,Einzelfund,iDAI gazetteer
3790,Alt Bukow Fpl. 7,Einzelfund,iDAI gazetteer
3791,Alt Karin Fpl. 9,Einzelfund,iDAI gazetteer
,,,
3793,Donnersberg Oppidum,Einzelfund,iDAI gazetteer
3794,Pelsin Fpl. 19,Einzelfund,iDAI gazetteer
3795,Questin Fpl. 3,Einzelfund,iDAI gazetteer
3796,Trostadt (Fdpl. 7),,iDAI gazetteer
3797,Trostadt (Fdpl. 8),,iDAI gazetteer
3798,"Am Toten Manne, Flur 32/1",,iDAI gazetteer
3799,"Auf dem Gries, Flur 185/1",,iDAI gazetteer
3800,"Am Toten Mann, Eschwege",,iDAI gazetteer
3801,"Am Toten Manne, Wanfried",,iDAI gazetteer
3802,"Unterm Weinberg, Wüstung Bornershausen",,iDAI gazetteer
3803,Streng,,iDAI gazetteer
3804,Riedhalde,,iDAI gazetteer
3805,"Bad Nauheim-Schwalheim, Brunnenstraße",,iDAI gazetteer
3806,Barkow Fpl. 37,Einzelfund,iDAI gazetteer
3807,Gädebehn Fpl. 10,Einzelfund,iDAI gazetteer
3808,Gorschendorf Fpl. 22,Einzelfund,iDAI gazetteer
3809,Güstrow Fpl. 455,Einzelfund,iDAI gazetteer
3810,Gützkow zu Fpl. 19,Einzelfund,iDAI gazetteer
3811,Karft Fpl. 2,Einzelfund,iDAI gazetteer
3812,Kühlenstein Fpl. 2,Einzelfund,iDAI gazetteer
3813,Lehnenhof Fpl. 25,Einzelfund,iDAI gazetteer
3814,Meierstorf Fpl. 5,Einzelfund,iDAI gazetteer
3815,Mummendorf Fpl. 31,Einzelfund,iDAI gazetteer
3816,Müsselmow Fpl. 25,Einzelfund,iDAI gazetteer
3817,Neubukow Fpl. 114,Einzelfund,iDAI gazetteer
3818,Pasewalk Fpl. 308,Einzelfund,iDAI gazetteer
3819,Plüschow Fpl. 15,Einzelfund,iDAI gazetteer
3820,Ravensberg Fpl. 7,Einzelfund,iDAI gazetteer
3821,Wismar Fpl. 364,Einzelfund,iDAI gazetteer
3822,Wittenburg Fpl. 117,Einzelfund,iDAI gazetteer
3823,Petrisberg Römerlager,,iDAI gazetteer
3824,Laufenburg - Obere Sitt,,iDAI gazetteer
3825,"Lahr, Kleinfeld-Nord",,iDAI gazetteer
3826,"Schallstadt-Mengen, Hohlen/Merzengraben",,iDAI gazetteer
3827,Groß Labenz Fpl. 19 (Hortfund),Schatzfund,iDAI gazetteer
3828,Berzdorf,,iDAI gazetteer
3829,Schönau a. d. Eigen (suspekt),Einzelfund,iDAI gazetteer
3830,Bad Sooden-Allendorf Fst. 13 Wallburg Römerlager,,iDAI gazetteer
3831,"""Emsland""",Einzelfund,iDAI gazetteer
3832,Putlos,Unbekannt,iDAI gazetteer
3833,bei Wachtendonk,Einzelfund,iDAI gazetteer
3834,Deesen (Hortfund),,iDAI gazetteer
3835,Handewitt II,Einzelfund,iDAI gazetteer
3836,Norderstapel,Einzelfund,iDAI gazetteer
3837,Krummesse,Einzelfund,iDAI gazetteer
3838,Mohrkirch I,Einzelfund,iDAI gazetteer
3839,Schulendorf,Einzelfund,iDAI gazetteer
3840,Löptin,Einzelfund,iDAI gazetteer
3841,Süderschmedeby,Einzelfund,iDAI gazetteer
3842,Stolpe-Depenau,Einzelfund,iDAI gazetteer
3843,Neuwittenbek,Einzelfund,iDAI gazetteer
3844,Morsum,Einzelfund,iDAI gazetteer
3845,Mohrkirch II,Einzelfund,iDAI gazetteer
3846,Schmilau,Einzelfund,iDAI gazetteer
3847,Haithabu III,Einzelfund,iDAI gazetteer
3848,Sehestedt,Einzelfund,iDAI gazetteer
3849,Silberstedt,Einzelfund,iDAI gazetteer
3850,Kosel,Einzelfund,iDAI gazetteer
3851,Ellingstedt,Einzelfund,iDAI gazetteer
3852,Tinnum II,Einzelfund,iDAI gazetteer
3853,Kampen,Einzelfund,iDAI gazetteer
3854,Amrum,,iDAI gazetteer
3855,Ratekau II,Einzelfund,iDAI gazetteer
3856,Sarzbüttel,Einzelfund,iDAI gazetteer
3857,Schleswig II,Einzelfund,iDAI gazetteer
3858,Bargum,Einzelfund,iDAI gazetteer
3859,Rüsselsheim-Königstädten,,iDAI gazetteer
3860,Frankfurt-Niedereschbach II,,iDAI gazetteer
3861,Frankfurt-Niedereschbach I (Hortfund 2010),,iDAI gazetteer
3862,Groß Dratow Fpl. 26,Einzelfund,iDAI gazetteer
3863,Alt Polchow Fpl. 18,Einzelfund,iDAI gazetteer
3864,Schmarsow Fpl. 29,Einzelfund,iDAI gazetteer
3865,Schmuggerow Fpl. 1,Einzelfund,iDAI gazetteer
3866,Zemitz Fpl. 6,Einzelfund,iDAI gazetteer
3867,Frankfurt-Höchst Fpl. 70,,iDAI gazetteer
3868,Bad Doberan Fpl. 23,Einzelfund,iDAI gazetteer
3869,Dargitz Fpl. 22,Einzelfund,iDAI gazetteer
3870,Güstrow Fpl. 423,Einzelfund,iDAI gazetteer
3871,Hermannshof Fpl. 16,Einzelfund,iDAI gazetteer
3872,Hohenmin Fpl. 17,Einzelfund,iDAI gazetteer
3873,Krackow Fpl. 62,Einzelfund,iDAI gazetteer
3874,Lehnenhof Fpl. 13,Einzelfund,iDAI gazetteer
3875,Lehnenhof Fpl. 34,Einzelfund,iDAI gazetteer
3876,Lehnenhof Fpl. 49,Einzelfund,iDAI gazetteer
3877,Löwitz Fpl. 16 (Lkr. Vorpommern-Greifswald),Einzelfund,iDAI gazetteer
3878,Plau Fpl. 125,Einzelfund,iDAI gazetteer
3879,Plau Fpl. 261,Schatzfund,iDAI gazetteer
3880,Rakow Fpl. 40,Schatzfund,iDAI gazetteer
3881,Sternberg Fpl. 83,Einzelfund,iDAI gazetteer
3882,Sternberg Fpl. 84,Einzelfund,iDAI gazetteer
3883,Roggow-Russow Fpl. 174,Einzelfund,iDAI gazetteer
,,,
3885,Bad Nauheim - Steinfurt 76,,iDAI gazetteer
3886,Bad Nauheim - Nieder-Mörlen 27,,iDAI gazetteer
3887,Wiedenbach/Kopfacker,,iDAI gazetteer
3888,Ziegelacker 2,,iDAI gazetteer
3889,Isteiner Klotzen,,iDAI gazetteer
3890,Wiesbaden-Mainz-Kastel Fst. 65: Petersweg,,iDAI gazetteer
3891,Groß Labenz Fpl. 19,Einzelfund,iDAI gazetteer
3892,An der Dornberger Pforte,,iDAI gazetteer
3893,Auf der Viehweide,,iDAI gazetteer
3894,Am Kastell 15,,iDAI gazetteer
3895,Im Mittelried,,iDAI gazetteer
3896,Im Grund,,iDAI gazetteer
3897,Hinterm Rödchsweg,,iDAI gazetteer
3898,Eschollbrücken,,iDAI gazetteer
3899,Vorderste Hecke,,iDAI gazetteer
3900,Helläcker,,iDAI gazetteer
3901,Auf die Hinterlache,,iDAI gazetteer
3902,Am Kortenbacher Weg,,iDAI gazetteer
3903,Am Schafsteg,,iDAI gazetteer
3904,In der Schweinsgrube,,iDAI gazetteer
3905,Im Mühlfeld,,iDAI gazetteer
3906,Neustücker Gewann,,iDAI gazetteer
3907,Winkelseite,,iDAI gazetteer
3908,Nachtweide,,iDAI gazetteer
3909,Winkeleck,,iDAI gazetteer
3910,Espenflugseite,,iDAI gazetteer
3911,Auf dem Sand,,iDAI gazetteer
3912,Sand auf das Lehrbruch,,iDAI gazetteer
3913,Großer Bornacker,,iDAI gazetteer
3914,Einhausen,,iDAI gazetteer
3915,Pfarrgut,,iDAI gazetteer
3916,Spitalstraße 41,,iDAI gazetteer
3917,"Trajanstraße 6,4 (Auf Esch III)",,iDAI gazetteer
3918,Schkölen (Saale-Holzland-Kreis),Einzelfund,iDAI gazetteer
3919,Altenburg,Einzelfund,iDAI gazetteer
3920,Rubitz 2,Einzelfund,iDAI gazetteer
3921,"""Holstein"" II",Einzelfund,iDAI gazetteer
3922,Trierer Domgrabung,Einzelfund,iDAI gazetteer
3923,"Trierer Dom, weitere Funde vom Dombereich",Einzelfund,iDAI gazetteer
3924,"Trierer Dom, Kollektivfund 1",Kollektivfund,iDAI gazetteer
3925,"Trierer Dom, Kollektivfund 2",Kollektivfund,iDAI gazetteer
3926,"Trierer Dom, Kollektivfund 3",Kollektivfund,iDAI gazetteer
3927,"Trierer Dom, Kollektivfund 4",Kollektivfund,iDAI gazetteer
3928,"Trierer Dom, Schatzfund 1",Schatzfund,iDAI gazetteer
3929,"Trierer Dom, Schatzfund 2",Schatzfund,iDAI gazetteer
3930,Pasewalk II,Einzelfund,iDAI gazetteer
,,,
,,,
3933,Ragow I,Einzelfund,iDAI gazetteer
3934,Gegend von Burg (Schatzfund),Schatzfund,iDAI gazetteer
3935,Trüstedt,Unbekannt,iDAI gazetteer
3936,Emersleben II,Grabfund,iDAI gazetteer
3937,Emersleben II,Grabfund,iDAI gazetteer
3938,Erxleben II,Unbekannt,iDAI gazetteer
3939,Krackow Fpl. 63,Einzelfund,iDAI gazetteer
3940,Haldensleben II,Einzelfund,iDAI gazetteer
3941,Hundisburg III,Einzelfund,iDAI gazetteer
3942,Biere II,Einzelfund,iDAI gazetteer
3943,Klein Wanzleben II,Einzelfund,iDAI gazetteer
3944,Cochstedt,Unbekannt,iDAI gazetteer
3945,Kreisgebiet Bitterfeld,Unbekannt,iDAI gazetteer
3946,Dederstedt II,Unbekannt,iDAI gazetteer
3947,Quenstedt II,Unbekannt,iDAI gazetteer
,,,
,,,
,,,
,,,
3952,Altkreis Hildesheim-Marienburg II,Schatzfund,iDAI gazetteer
3953,Neeken,Unbekannt,iDAI gazetteer
3954,Halle-Dölau,Unbekannt,iDAI gazetteer
3955,Halle-Nord II,Einzelfund,iDAI gazetteer
3956,Halle-Nord II,Einzelfund,iDAI gazetteer
3957,Halle-Nord II,Einzelfund,iDAI gazetteer
3958,Schlanstedt II,Einzelfund,iDAI gazetteer
3959,Schlanstedt II,Einzelfund,iDAI gazetteer
3960,Schlanstedt II,Einzelfund,iDAI gazetteer
3961,Dünsberg,Einzelfund,iDAI gazetteer
3962,Mühlöschle,,iDAI gazetteer
3963,Neumünster III,Unbekannt,iDAI gazetteer
3964,Neumünster IV,Unbekannt,iDAI gazetteer
3965,Wallanlage Edelskirche,,iDAI gazetteer
3966,Junkernwald,,iDAI gazetteer
3967,Junkernwald,,iDAI gazetteer
3968,Wenkbach (B255),,iDAI gazetteer
3969,Großraum Padeborn,,iDAI gazetteer
3970,Raguth Fpl. 14,Einzelfund,iDAI gazetteer
3971,Obervorschütz Fst. 7: Am Breitenbornsweg,Einzelfund,iDAI gazetteer
3972,Obervorschütz Fst. i: Hofestatt,,iDAI gazetteer
3973,Obervorschütz Fst. 6: Auf der Tonkaute,,iDAI gazetteer
3974,Anklam Fpl. 155,Einzelfund,iDAI gazetteer
3975,Bröbberow Fpl. 4,Grabfund,iDAI gazetteer
3976,Friedrichsdorf Fpl. 14,Einzelfund,iDAI gazetteer
3977,Dummerstorf Fpl. 21,Einzelfund,iDAI gazetteer
3978,Grevesmühlen Fpl. 55,Einzelfund,iDAI gazetteer
3979,Grevesmühlen Fpl. 91,Einzelfund,iDAI gazetteer
3980,Groß Schwaß Fpl. 12,Einzelfund,iDAI gazetteer
3981,Hagenow Fpl. 117,Einzelfund,iDAI gazetteer
3982,Holzendorf bei Müsselmow Fpl. 9,Einzelfund,iDAI gazetteer
3983,Kittendorf Fpl. 11,Einzelfund,iDAI gazetteer
3984,Kittendorf Fpl. 42,Einzelfund,iDAI gazetteer
3985,Klein Labenz Fpl. 11,Einzelfund,iDAI gazetteer
3986,Müsselmow Fpl. 7001,Einzelfund,iDAI gazetteer
3987,Neukalen Fpl. 63 (Lkr. Rostock),Einzelfund,iDAI gazetteer
3988,Rowa Fpl. 4,Einzelfund,iDAI gazetteer
3989,Steffin Fpl. 10,Einzelfund,iDAI gazetteer
3990,Strelitz Fpl. 1,Einzelfund,iDAI gazetteer
3991,Ulrichshusen Fpl. 24,Einzelfund,iDAI gazetteer
3992,Heidetränk Oppidum - Einzelfunde,Einzelfund,iDAI gazetteer
3993,Berlin-Zehlendorf II,Einzelfund,iDAI gazetteer
,,,
3995,Berlin-Zehlendorf II,Einzelfund,iDAI gazetteer
3996,Fredenbeck,Einzelfund,iDAI gazetteer
,,,
3998,Grevesmühlen Fpl. 160,Einzelfund,iDAI gazetteer
3999,Kirchdorf Fpl. 7,Einzelfund,iDAI gazetteer
4000,Helpf Fpl. 22,,iDAI gazetteer
4001,Brenz Fpl. 15,Einzelfund,iDAI gazetteer
4002,Banzkow Fpl. 31,Einzelfund,iDAI gazetteer
4003,Altentreptow Fpl. 270,Einzelfund,iDAI gazetteer
4004,Fehmarn III (Schatzfund?),Schatzfund,iDAI gazetteer
,,,
,,,
4007,Butterbargsmoor (Schatzfund?),Schatzfund,iDAI gazetteer
,,,
,,,
4010,Neuwerk (Schatzfund),Schatzfund,iDAI gazetteer
4011,Neuwerk (Schatzfund),Schatzfund,iDAI gazetteer
4012,Militärlager Rödgen,Einzelfund,iDAI gazetteer
4013,Aschaffenburg Theaterplatz (1996/1997),Einzelfund,iDAI gazetteer
4014,Wiesbaden-Mainz-Kastel,Einzelfund,iDAI gazetteer
4015,Graben-Neudorf,Einzelfund,iDAI gazetteer
4016,Kirchheim unter Teck,Einzelfund,iDAI gazetteer
4017,An der Hohen Straße,,iDAI gazetteer
