ID,Name,Fundkategorie,Link
1137,Bochum III,,iDAI gazetteer
1138,Harpen,,iDAI gazetteer
1139,Harpen II,,iDAI gazetteer
1140,Harpen III,,iDAI gazetteer
1141,Harpen IV,,iDAI gazetteer
1142,Harpen (Siedlung),,iDAI gazetteer
1143,Dortmund (Hortfund),Schatzfund,iDAI gazetteer
1144,Dortmund (Kaiserstraße),,iDAI gazetteer
1145,Asseln II,,iDAI gazetteer
1146,Brackel,Einzelfund,iDAI gazetteer
1147,Dorstfeld,Einzelfund,iDAI gazetteer
1148,Grevel,,iDAI gazetteer
1149,Kirchderne,,iDAI gazetteer
1150,Lütgendortmund,Einzelfund,iDAI gazetteer
1151,Marten,,iDAI gazetteer
1152,Mengede,,iDAI gazetteer
1153,Mengede II,,iDAI gazetteer
1154,Oespel,,iDAI gazetteer
1155,Sölde,,iDAI gazetteer
1156,Sölde (Anemonenstraße 10),,iDAI gazetteer
1157,Syburg,,iDAI gazetteer
1158,Wellinghofen,,iDAI gazetteer
1159,Wickede,,iDAI gazetteer
1160,Wickede II,,iDAI gazetteer
1161,"Ladenburg, Merian Realschule",,iDAI gazetteer
1162,"Ladenburg, Heidelbergerstraße, Am Kandelbach",,iDAI gazetteer
1163,Dahl,,iDAI gazetteer
1164,Hohenlimburg,Einzelfund,iDAI gazetteer
1165,Vorhalle,Einzelfund,iDAI gazetteer
1166,Hamm,,iDAI gazetteer
1167,Hamm II,,iDAI gazetteer
1168,Hamm III,,iDAI gazetteer
1169,Hamm IV,,iDAI gazetteer
1170,Hamm V,,iDAI gazetteer
1171,Hamm VI,,iDAI gazetteer
1172,Heeßen,,iDAI gazetteer
1173,Herringen,,iDAI gazetteer
1174,Herringen II,,iDAI gazetteer
1175,Ostwennemar,,iDAI gazetteer
1176,Herne,,iDAI gazetteer
1177,Herne II,,iDAI gazetteer
1178,Herne III,,iDAI gazetteer
1179,Eickel,Schatzfund,iDAI gazetteer
1180,Schloss Stünkede,,iDAI gazetteer
1181,Breckerfeld,,iDAI gazetteer
1182,Gevelsberg (Schatzfund),Schatzfund,iDAI gazetteer
1183,Hattingen,,iDAI gazetteer
1184,Herdecke,,iDAI gazetteer
1185,Rüdinghausen,,iDAI gazetteer
1186,Stockum,Einzelfund,iDAI gazetteer
1187,Arnsberg,,iDAI gazetteer
1188,Arnsberg II,,iDAI gazetteer
1189,Arnsberg III,,iDAI gazetteer
1190,Holzen,,iDAI gazetteer
1191,Brilon,,iDAI gazetteer
1192,Brilon II,,iDAI gazetteer
1193,Brilon III,,iDAI gazetteer
1194,Brilon IV,,iDAI gazetteer
1195,Paderborn (Domhof),,iDAI gazetteer
1196,Erlinghausen,,iDAI gazetteer
1197,Niedermarsberg,,iDAI gazetteer
1198,Niedermarsberg II,,iDAI gazetteer
1199,Niedermarsberg III,,iDAI gazetteer
1200,Obermarsberg,,iDAI gazetteer
1201,Oesdorf,,iDAI gazetteer
1202,Oesdorf II,,iDAI gazetteer
1203,Westheim,Einzelfund,iDAI gazetteer
1204,Medebach,,iDAI gazetteer
1205,Eversberg,,iDAI gazetteer
1206,Laer,,iDAI gazetteer
1207,Bigge,,iDAI gazetteer
1208,Bad Fredeburg,,iDAI gazetteer
1209,Altena,,iDAI gazetteer
1210,Garbeck,,iDAI gazetteer
1211,Hemer (Grabfund),,iDAI gazetteer
1212,Lüdenscheid,,iDAI gazetteer
1213,Lüdenscheid II,,iDAI gazetteer
1214,Menden,,iDAI gazetteer
1215,Menden II,,iDAI gazetteer
,,,
1217,Menden IV,,iDAI gazetteer
1218,Meggen,,iDAI gazetteer
1219,Meggen II,,iDAI gazetteer
1220,Raum Olpe-Finnentrop,Einzelfund,iDAI gazetteer
1221,Burbach,,iDAI gazetteer
1222,Siegen,,iDAI gazetteer
1223,Siegen II,Einzelfund,iDAI gazetteer
1224,Bettinghausen,,iDAI gazetteer
1225,Elfsen,,iDAI gazetteer
1226,Bilme,Einzelfund,iDAI gazetteer
1227,Bremen (Kr. Soest),,iDAI gazetteer
1228,Erwitte,,iDAI gazetteer
1229,Bad Westernkotten (Hortfund),Schatzfund,iDAI gazetteer
1230,Bad Westernkotten,,iDAI gazetteer
1231,Bad Westernkotten II,,iDAI gazetteer
1232,Geseke,,iDAI gazetteer
1233,Geseke II,,iDAI gazetteer
1234,Geseke III,,iDAI gazetteer
1235,Geseke IV,,iDAI gazetteer
1236,Lippborg,,iDAI gazetteer
1237,Lippborg (Hortfund/Grabfund?),Schatzfund,iDAI gazetteer
1238,Lippstadt,,iDAI gazetteer
1239,Lippstadt II,,iDAI gazetteer
1240,Lippstadt III,Einzelfund,iDAI gazetteer
1241,Benninghausen,,iDAI gazetteer
1242,Cappel (Grabfund),,iDAI gazetteer
1243,Cappel,,iDAI gazetteer
1244,Berlingsen,,iDAI gazetteer
1245,Wamel,Einzelfund,iDAI gazetteer
1246,Rüthen,,iDAI gazetteer
1247,Rüthen II,,iDAI gazetteer
1248,Rüthen III,,iDAI gazetteer
1249,Rüthen IV,,iDAI gazetteer
1250,Kneblinghausen,,iDAI gazetteer
1251,Kneblinghausen (Lager),,iDAI gazetteer
1252,Soest,,iDAI gazetteer
1253,Soest II,,iDAI gazetteer
1254,Soest III,Einzelfund,iDAI gazetteer
1255,Soest IV,Einzelfund,iDAI gazetteer
1256,Soest V,,iDAI gazetteer
1257,Soest VI,,iDAI gazetteer
1258,Ampen I,,iDAI gazetteer
1259,Ampen II,Einzelfund,iDAI gazetteer
1260,Ardey (Schatzfund?),Schatzfund,iDAI gazetteer
1261,Ardey (Schatzfund),Schatzfund,iDAI gazetteer
1262,Ardey,,iDAI gazetteer
1263,Ardey (Siedlungsfund),,iDAI gazetteer
1264,Ardey (Siedlungsfund) II,,iDAI gazetteer
1265,Ardey (Siedlungsfund) III,,iDAI gazetteer
1266,Ardey (Siedlungsfund) IV,,iDAI gazetteer
1267,Ardey (Siedlungsfund) V (Grube 348),,iDAI gazetteer
1268,Ardey (Siedlungsfund) VI (Grube 358),,iDAI gazetteer
1269,Ardey (Siedlungsfund) VII (Grube 513),,iDAI gazetteer
1270,Ardey (Siedlungsfund) VIII (Grube 514),,iDAI gazetteer
1271,Ardey (Siedlungsfund) IX (Grube 670),,iDAI gazetteer
1272,Ardey (Siedlungsfund) X (Grube 796),,iDAI gazetteer
1273,Ardey (Siedlungsfund) XI (Grube 819),,iDAI gazetteer
1274,Ardey (Siedlungsfund) XII (Grube 821),,iDAI gazetteer
1275,Ardey (Siedlungsfund) XIII (Grube 833),,iDAI gazetteer
1276,Ardey (Siedlungsfund) XIV (Grube 833),,iDAI gazetteer
1277,Ardey (Siedlungsfund) XV (Grube 863),,iDAI gazetteer
1278,Ardey (Siedlungsfund) XVI (Grube S-2/78-3),,iDAI gazetteer
1279,Ardey (Siedlungsfund) XVII (Grube bei Grube 670),,iDAI gazetteer
1280,Ardey (Siedlungsfund) XVIII (Gruben n Fläche 1),,iDAI gazetteer
1281,Ardey (Siedlungsfund) XIX (St 542 auf Zwischenfläche I/II),,iDAI gazetteer
1282,Ardey (Siedlungsfund) (Streufunde),,iDAI gazetteer
1283,Müllingsen,,iDAI gazetteer
1284,Ostönnen,Einzelfund,iDAI gazetteer
1285,Warstein,,iDAI gazetteer
1286,Warstein II,,iDAI gazetteer
1287,Warstein III,,iDAI gazetteer
1288,Allagen,,iDAI gazetteer
1289,Belecke,,iDAI gazetteer
1290,Belecke II,,iDAI gazetteer
1291,Belecke III,Schatzfund,iDAI gazetteer
1292,Belecke IV,,iDAI gazetteer
1293,Sichtigvor,,iDAI gazetteer
1294,Schwefe,Einzelfund,iDAI gazetteer
1295,Werl,Schatzfund,iDAI gazetteer
1296,Werl II,,iDAI gazetteer
1297,Werl III,,iDAI gazetteer
1298,Werl IV,Einzelfund,iDAI gazetteer
1299,Werl V (secondary findspot),Einzelfund,iDAI gazetteer
1300,Werl VI,,iDAI gazetteer
1301,Werl VII,,iDAI gazetteer
1302,Werl VIII,,iDAI gazetteer
1303,Budberg (Hortfund),Schatzfund,iDAI gazetteer
1304,Sönnern,,iDAI gazetteer
1305,Sönnern II,Einzelfund,iDAI gazetteer
1306,Schlückingen,,iDAI gazetteer
1307,Waltringen,,iDAI gazetteer
1308,Fröndenberg (Hortfund),Schatzfund,iDAI gazetteer
1309,Bentrop (Hortfund),Schatzfund,iDAI gazetteer
1310,Dellwig,,iDAI gazetteer
1311,Kamen,,iDAI gazetteer
1312,Kamen II,,iDAI gazetteer
1313,Kamen III,,iDAI gazetteer
1314,Kamen IV,,iDAI gazetteer
1315,"Westick (Pl. VIII, 34, 2. Stich)",,iDAI gazetteer
1316,Westick (Pl. Va/35),,iDAI gazetteer
1317,"Westick (Pl. VIII, 34 Grube 4/139)",,iDAI gazetteer
1318,"Westick (Pl. II, Grube 217, 11.9.1931)",,iDAI gazetteer
1319,"Westick (Pl. II, Grube 217, 11.9.1931) II",,iDAI gazetteer
1320,"Westick (Pl. V, 3. Stich, 17.9.1931)",,iDAI gazetteer
1321,Westick (Pl. IVa),,iDAI gazetteer
1322,Westick (Grube 5),,iDAI gazetteer
1323,"Westick (Pl. II/33, über Grube 495)",,iDAI gazetteer
1324,Westick (Pl. II/33),,iDAI gazetteer
1325,"Westick (Grube 5, 27.11.1930)",,iDAI gazetteer
1326,"Westick (Pl. 13, Grube 74a, 27.11.1931)",,iDAI gazetteer
1327,Westick (Pl. V/31),,iDAI gazetteer
1328,"Westick (Pl. Ia/35, 2. Stich)",,iDAI gazetteer
1329,"Westick (Pl. IV/35, 4.9.1935)",,iDAI gazetteer
1330,"Westick (Pl. II/33, über Grube 495) II",,iDAI gazetteer
1331,"Westick (Pl. II/33, über Grube 495) III",,iDAI gazetteer
1332,Westick (Hallengrundriss 1935),,iDAI gazetteer
1333,Westick (Pl. Ia/35),,iDAI gazetteer
1334,"Westick (Pl.VII, nahe Grube 16)",,iDAI gazetteer
1335,"Westick (Pl. Ia/35, 2. Stich) II",,iDAI gazetteer
1336,"Westick (Pl. Ia/31, 18.9.1931)",,iDAI gazetteer
1337,Westick (Pl. III/30),,iDAI gazetteer
1338,"Westick (Pl. VII/35, 2. Stich)",,iDAI gazetteer
1339,"Westick (Pl. III/34, 3. Stich)",,iDAI gazetteer
1340,Westick (Brandgrube 2),,iDAI gazetteer
1341,"Westick (Pl. VI, 1 m ö der Brandgrube)",,iDAI gazetteer
1342,"Westick (Pl. V, 2.12.1930)",,iDAI gazetteer
1343,"Westick (Pl. V, 3. Stich Ostwand, 18.9.1931)",,iDAI gazetteer
1344,Westick (Pl. IIIa/35),,iDAI gazetteer
1345,Westick (Pl. II/33) II,,iDAI gazetteer
1346,"Westick (Brandgrube 1, 26.8.1930)",,iDAI gazetteer
1347,"Westick (Pl. VIII/43, 3. Stich)",,iDAI gazetteer
1348,Westick (Pl. Ia/35) II,,iDAI gazetteer
1349,"Westick (Pl. VIII/35, 2. Stich)",,iDAI gazetteer
1350,Westick (Hortfund),Schatzfund,iDAI gazetteer
1351,Beckinghausen,,iDAI gazetteer
1352,Schwerte,,iDAI gazetteer
1353,Schwerte II,,iDAI gazetteer
1354,Schwerte III,,iDAI gazetteer
1355,Schwerte IV,,iDAI gazetteer
1356,Westhofen,,iDAI gazetteer
1357,Bork,,iDAI gazetteer
1358,Unna,,iDAI gazetteer
1359,Hemmerde,,iDAI gazetteer
1360,Lünern,,iDAI gazetteer
1361,Massen,,iDAI gazetteer
1362,Massen II,,iDAI gazetteer
1363,Massen III,,iDAI gazetteer
1364,Mühlhausen,,iDAI gazetteer
1365,Werne,,iDAI gazetteer
1366,Werne II,,iDAI gazetteer
1367,Zwischen Paderborn und Unna,Einzelfund,iDAI gazetteer
1368,Bielefeld,,iDAI gazetteer
1369,Bielefeld II,,iDAI gazetteer
1370,Bielefeld (Detektorfunde),,iDAI gazetteer
1371,Bielefeld III,,iDAI gazetteer
1372,Bielefeld IV,,iDAI gazetteer
1373,Bielefeld V,,iDAI gazetteer
1374,Bielefeld VI,,iDAI gazetteer
1375,Bielefeld VII,,iDAI gazetteer
1376,Bielefeld VIII,,iDAI gazetteer
1377,Babenhausen,,iDAI gazetteer
1378,Brackwede,,iDAI gazetteer
1379,Brackwede II,Einzelfund,iDAI gazetteer
1380,Brake,,iDAI gazetteer
1381,Dornberg,,iDAI gazetteer
1382,Gadderbaum,,iDAI gazetteer
1383,Gadderbaum II,,iDAI gazetteer
1384,Heepen,,iDAI gazetteer
1385,Quelle (Grabfund),,iDAI gazetteer
1386,Quelle,,iDAI gazetteer
1387,Gütersloh,,iDAI gazetteer
1388,Gütersloh II,,iDAI gazetteer
1389,Gütersloh III,,iDAI gazetteer
1390,Isselhorst,,iDAI gazetteer
1391,Isselhorst II,,iDAI gazetteer
1392,Niehorst,,iDAI gazetteer
1393,Oldendorf,,iDAI gazetteer
1394,Künsebeck,,iDAI gazetteer
1395,Langenberg,,iDAI gazetteer
1396,Batenhorst,,iDAI gazetteer
1397,Wiedenbrück,,iDAI gazetteer
1398,Rietberg,,iDAI gazetteer
1399,Rietberg II,,iDAI gazetteer
1400,Rietberg III,,iDAI gazetteer
1401,Bokel (Hortfund),Schatzfund,iDAI gazetteer
1402,Werther,,iDAI gazetteer
1403,Werther II,Einzelfund,iDAI gazetteer
1404,Bustedt,,iDAI gazetteer
1405,Holsen,Einzelfund,iDAI gazetteer
1406,Holsen II,Einzelfund,iDAI gazetteer
1407,Spradow (Hortfund),Schatzfund,iDAI gazetteer
1408,Enger,,iDAI gazetteer
1409,Enger II,,iDAI gazetteer
1410,Belke-Steinbeck (Hortfund?),Schatzfund,iDAI gazetteer
1411,Siele,,iDAI gazetteer
1412,Enger III,Einzelfund,iDAI gazetteer
1413,Südlengern,,iDAI gazetteer
1414,Mennighüffen,,iDAI gazetteer
1415,Vlotho,,iDAI gazetteer
1416,Vlotho II,,iDAI gazetteer
1417,Vlotho III,,iDAI gazetteer
1418,Uffeln,Einzelfund,iDAI gazetteer
1419,Bad Driburg (Hortfund?),Schatzfund,iDAI gazetteer
1420,Bad Driburg,,iDAI gazetteer
1421,Bad Driburg II,,iDAI gazetteer
1422,Bad Driburg III,,iDAI gazetteer
1423,Bad Driburg IV,,iDAI gazetteer
1424,Bad Driburg V,,iDAI gazetteer
1425,Bad Driburg VI,,iDAI gazetteer
1426,Pömbsen,,iDAI gazetteer
1427,Herstelle,Einzelfund,iDAI gazetteer
1428,Borgentreich,,iDAI gazetteer
1429,Bühne,Einzelfund,iDAI gazetteer
1430,Bühne II,Einzelfund,iDAI gazetteer
1431,Körbecke,,iDAI gazetteer
1432,Rösebeck,,iDAI gazetteer
1433,Brakel,Einzelfund,iDAI gazetteer
1434,Höxter,,iDAI gazetteer
1435,Altenbergen,,iDAI gazetteer
1436,Vörden,,iDAI gazetteer
1437,Nieheim (Hortfund),Schatzfund,iDAI gazetteer
1438,Himmighausen,Einzelfund,iDAI gazetteer
1439,Himmighausen II,,iDAI gazetteer
1440,Steinheim,,iDAI gazetteer
1441,Warburg,,iDAI gazetteer
1442,Warburg II,,iDAI gazetteer
1443,Warburg III,,iDAI gazetteer
1444,Warburg IV,,iDAI gazetteer
1445,Warburg V,,iDAI gazetteer
1446,Warburg VI,,iDAI gazetteer
1447,Warburg VII,,iDAI gazetteer
1448,Warburg VIII,,iDAI gazetteer
1449,Warburg (Hortfund),Schatzfund,iDAI gazetteer
1450,Warburg IX,,iDAI gazetteer
1451,Warburg X,,iDAI gazetteer
1452,Warburg XI,,iDAI gazetteer
1453,Warburg XII,,iDAI gazetteer
1454,Warburg XIII,,iDAI gazetteer
1455,Warburg XIV,,iDAI gazetteer
1456,Warburg XV,,iDAI gazetteer
1457,Warburg XVI,,iDAI gazetteer
1458,Dössel,,iDAI gazetteer
1459,Germete,,iDAI gazetteer
1460,Menne,,iDAI gazetteer
1461,Ossendorf,,iDAI gazetteer
1462,Scherfede,,iDAI gazetteer
1463,Scherfede II,,iDAI gazetteer
1464,Scherfede III,,iDAI gazetteer
1465,Scherfede IV,,iDAI gazetteer
1466,Welda,,iDAI gazetteer
1467,Welda II,,iDAI gazetteer
1468,Wormeln,,iDAI gazetteer
1469,Warburg (Altkreis),,iDAI gazetteer
1470,Altenheerse,,iDAI gazetteer
1471,Augustdorf,,iDAI gazetteer
1472,Augustdorf II,,iDAI gazetteer
1473,Augustdorf III,,iDAI gazetteer
1474,Augustdorf IV,,iDAI gazetteer
1475,Bad Salzuflen,,iDAI gazetteer
1476,Bad Salzuflen II,,iDAI gazetteer
1477,Bad Salzuflen (Grabfund),,iDAI gazetteer
1478,Grastrup-Hölsen,,iDAI gazetteer
1479,Lockhausen,,iDAI gazetteer
1480,Lockhausen II,Einzelfund,iDAI gazetteer
1481,Schötmar,,iDAI gazetteer
1482,Wüsten,,iDAI gazetteer
1483,Wüsten II,,iDAI gazetteer
1484,Barntrup,,iDAI gazetteer
1485,Eschenbruch (Grabfund),,iDAI gazetteer
1486,Detmold,,iDAI gazetteer
1487,Detmold II,,iDAI gazetteer
1488,Detmold III,,iDAI gazetteer
1489,Berlebeck (Hortfund?),Schatzfund,iDAI gazetteer
1490,Berlebeck,,iDAI gazetteer
1491,Berlebeck II,,iDAI gazetteer
1492,Heidenoldendorf,,iDAI gazetteer
1493,Heiligenkirchen (Lesefund),,iDAI gazetteer
1494,Hiddesen,,iDAI gazetteer
1495,Hiddesen II,,iDAI gazetteer
1496,Hiddesen III,,iDAI gazetteer
1497,Hiddesen IV,,iDAI gazetteer
1498,Rittergut Hornoldendorf,Einzelfund,iDAI gazetteer
1499,Pivitsheide (Hortfund?),,iDAI gazetteer
1500,Pivitsheide,,iDAI gazetteer
1501,Pivitsheide II,,iDAI gazetteer
1502,Pivitsheide III,,iDAI gazetteer
1503,Hillentrup,,iDAI gazetteer
1504,Göstrup (Hortfund?),Schatzfund,iDAI gazetteer
1505,Horn-Bad Meinberg,,iDAI gazetteer
1506,Horn-Bad Meinberg II,,iDAI gazetteer
1507,Horn-Bad Meinberg III,,iDAI gazetteer
1508,Horn-Bad Meinberg IV,,iDAI gazetteer
1509,Horn-Bad Meinberg V,,iDAI gazetteer
1510,Horn-Bad Meinberg VI,,iDAI gazetteer
1511,Kempenfeldrom,,iDAI gazetteer
1512,Holzhausen-Externsteine,,iDAI gazetteer
1513,Hohenhausen,,iDAI gazetteer
1514,Varenholz,,iDAI gazetteer
1515,Hörste,,iDAI gazetteer
1516,Lieme,Einzelfund,iDAI gazetteer
1517,Lügde,,iDAI gazetteer
1518,Lügde II,,iDAI gazetteer
1519,Lügde III,,iDAI gazetteer
1520,Oerlinghausen,,iDAI gazetteer
1521,Schieder,Einzelfund,iDAI gazetteer
1522,Schlangen,,iDAI gazetteer
1523,Schlangen II,,iDAI gazetteer
1524,Oesterholz,,iDAI gazetteer
1525,Oesterholz II,,iDAI gazetteer
1526,Oesterholz III,,iDAI gazetteer
1527,Oesterholz IV,,iDAI gazetteer
1528,Oesterholz V,,iDAI gazetteer
1529,Altkreis Detmold,,iDAI gazetteer
1530,Bad Oeyenhausen,,iDAI gazetteer
1531,Bad Oeyenhausen II,,iDAI gazetteer
1532,Eidinghausen (Hortfund?),Schatzfund,iDAI gazetteer
1533,Eidinghausen (Hortfund?) II,Schatzfund,iDAI gazetteer
1534,Rehme (Hortfund),,iDAI gazetteer
1535,Rehme (Grabfund),,iDAI gazetteer
1536,Werste,,iDAI gazetteer
1537,Lübbecke,,iDAI gazetteer
1538,Lübbecke II,,iDAI gazetteer
1539,Lübbecke III,,iDAI gazetteer
1540,Blasheim,,iDAI gazetteer
1541,Obermehnen (Hortfund),,iDAI gazetteer
1542,Minden (Hortfund),,iDAI gazetteer
1543,Minden,,iDAI gazetteer
1544,Minden II (Hortfund),,iDAI gazetteer
1545,Minden III,,iDAI gazetteer
1546,Minden IV,,iDAI gazetteer
1547,Minden V,,iDAI gazetteer
1548,Minden VI,,iDAI gazetteer
1549,Minden VII,,iDAI gazetteer
1550,Minden VIII,,iDAI gazetteer
1551,Minden IX,,iDAI gazetteer
1552,Minden X,,iDAI gazetteer
1553,Minden XI,,iDAI gazetteer
1554,Minden XII,,iDAI gazetteer
1555,Minden XIII,,iDAI gazetteer
1556,Minden XIV,Einzelfund,iDAI gazetteer
1557,Minden XV,,iDAI gazetteer
1558,Dankersen (Hortfund?),Schatzfund,iDAI gazetteer
1559,Dankersen,,iDAI gazetteer
1560,Kleinenbremen,,iDAI gazetteer
1561,Frille,Einzelfund,iDAI gazetteer
1562,Ovenstädt,,iDAI gazetteer
1563,Barkhausen,Einzelfund,iDAI gazetteer
1564,Barkhausen II,,iDAI gazetteer
1565,Barkhausen III,Einzelfund,iDAI gazetteer
1566,Barkhausen IV,Einzelfund,iDAI gazetteer
1567,Hausberge,,iDAI gazetteer
1568,Hausberge II,,iDAI gazetteer
1569,Holtrup,Einzelfund,iDAI gazetteer
1570,Holzhausen an der Porta,,iDAI gazetteer
1571,Preußisch Oldendorf (Hortfund),,iDAI gazetteer
1572,Bad Holzhausen,,iDAI gazetteer
1573,Lashorst (Hortfund),,iDAI gazetteer
1574,Rahden,,iDAI gazetteer
1575,Rahden II,,iDAI gazetteer
1576,Tonnenheide (Hortfund),Schatzfund,iDAI gazetteer
1577,Dielingen,,iDAI gazetteer
1578,Westrup (Hortfund?),,iDAI gazetteer
1579,Altenbeken,,iDAI gazetteer
1580,Altenbeken II,,iDAI gazetteer
1581,Altenbeken III,,iDAI gazetteer
1582,Bad Lippspringe,,iDAI gazetteer
1583,Bad Lippspringe II,,iDAI gazetteer
1584,Bad Lippspringe (Grabfund),,iDAI gazetteer
1585,Bad Lippspringe (Grabfund) II,,iDAI gazetteer
1586,Bad Lippspringe III,,iDAI gazetteer
1587,Büren (Hortfund?),Schatzfund,iDAI gazetteer
1588,Büren,,iDAI gazetteer
1589,Büren II,,iDAI gazetteer
1590,Büren III,,iDAI gazetteer
1591,Ahden,Einzelfund,iDAI gazetteer
1592,Ahden II,Einzelfund,iDAI gazetteer
1593,Brenken,,iDAI gazetteer
1594,Brenken II,,iDAI gazetteer
1595,Brenken III,,iDAI gazetteer
1596,Brenken IV,,iDAI gazetteer
1597,Brenken V,,iDAI gazetteer
1598,Wewelsburg (Siedlungsfund),,iDAI gazetteer
1599,Delbrück,,iDAI gazetteer
1600,Boke,,iDAI gazetteer
1601,Boke II,,iDAI gazetteer
1602,Boke III,,iDAI gazetteer
1603,Hövelhof,,iDAI gazetteer
1604,Atteln,,iDAI gazetteer
1605,Atteln II,,iDAI gazetteer
1606,Blankenrode,,iDAI gazetteer
1607,Dalheim,,iDAI gazetteer
1608,Grundsteinheim,,iDAI gazetteer
1609,Paderborn,,iDAI gazetteer
1610,Paderborn II,,iDAI gazetteer
1611,Paderborn (Schatzfund),,iDAI gazetteer
1612,Paderborn III,Einzelfund,iDAI gazetteer
1613,Paderborn IV,,iDAI gazetteer
1614,Paderborn V,,iDAI gazetteer
1615,Paderborn VI,,iDAI gazetteer
1616,Paderborn VII,,iDAI gazetteer
1617,Paderborn VIII,,iDAI gazetteer
1618,Behausen,,iDAI gazetteer
1619,Elsen (Grabfund?),,iDAI gazetteer
1620,Neuenbeken,Einzelfund,iDAI gazetteer
1621,Neuenbeken II,Einzelfund,iDAI gazetteer
1622,Neuenbeken III,,iDAI gazetteer
1623,Neuenbeken IV,,iDAI gazetteer
1624,Sande,Einzelfund,iDAI gazetteer
1625,Sande II,,iDAI gazetteer
1626,Schloss Neuhaus,,iDAI gazetteer
1627,Schloss Neuhaus II,,iDAI gazetteer
1628,Schloss Neuhaus III,,iDAI gazetteer
1629,Schloss Neuhaus IV,,iDAI gazetteer
1630,Schloss Neuhaus V,,iDAI gazetteer
1631,Schloss Neuhaus (Siedlungsfund),,iDAI gazetteer
1632,Schloss Neuhaus (Siedlungsfund?),,iDAI gazetteer
1633,Schloss Neuhaus VI,,iDAI gazetteer
1634,Schloss Neuhaus VII,,iDAI gazetteer
1635,Westenholz,,iDAI gazetteer
1636,Salzkotten,,iDAI gazetteer
1637,Salzkotten II,,iDAI gazetteer
1638,Klein Verne,,iDAI gazetteer
1639,Verlar,,iDAI gazetteer
1640,Verlar II,,iDAI gazetteer
1641,Bleiwäsche (Lesefund),,iDAI gazetteer
1642,Fürstenberg,,iDAI gazetteer
1643,Haaren,,iDAI gazetteer
1644,Paderborn (Umgebung),Einzelfund,iDAI gazetteer
1645,Paderborn (Umgebung) II,Einzelfund,iDAI gazetteer
1646,Paderborn (Umgebung) III,,iDAI gazetteer
1647,Paderborn (Umgebung) IV,,iDAI gazetteer
1648,Bottrop,,iDAI gazetteer
1649,Bottrop II,,iDAI gazetteer
1650,Bottrop III,,iDAI gazetteer
1651,Bottrop IV,,iDAI gazetteer
1652,Bottrop V,Einzelfund,iDAI gazetteer
1653,Bottrop VI,,iDAI gazetteer
1654,Gelsenkirchen (Hortfund),Schatzfund,iDAI gazetteer
1655,Gelsenkirchen,,iDAI gazetteer
1656,Gelsenkirchen II,,iDAI gazetteer
1657,Buer (Hortfund?),Schatzfund,iDAI gazetteer
1658,Erle,,iDAI gazetteer
1659,Erle II,,iDAI gazetteer
1660,Erle III,,iDAI gazetteer
1661,Münster (Domhof),,iDAI gazetteer
1662,Münster (Horsteberg),,iDAI gazetteer
1663,Münster,,iDAI gazetteer
1664,Münster II,,iDAI gazetteer
1665,Münster III,,iDAI gazetteer
1666,Münster IV,,iDAI gazetteer
1667,Münster V,,iDAI gazetteer
1668,Münster VI,,iDAI gazetteer
1669,Münster VII,,iDAI gazetteer
1670,Münster VIII,,iDAI gazetteer
1671,Münster IX,Einzelfund,iDAI gazetteer
1672,Gelmer,Einzelfund,iDAI gazetteer
,,,
1674,Bocholt,,iDAI gazetteer
1675,Bocholt II,,iDAI gazetteer
1676,Bocholt III,,iDAI gazetteer
1677,Borken (Hortfund),Schatzfund,iDAI gazetteer
1678,Borken,,iDAI gazetteer
1679,Borken II,,iDAI gazetteer
1680,Borken (Siedlungsfund),,iDAI gazetteer
1681,Gemenkrückling,,iDAI gazetteer
1682,Gronau,,iDAI gazetteer
1683,Epe,Grabfund,iDAI gazetteer
1684,Wehr,,iDAI gazetteer
1685,Wehr II,,iDAI gazetteer
1686,Groß Reken,,iDAI gazetteer
1687,Krommert (Hortfund),Schatzfund,iDAI gazetteer
1688,Vardingholt (Hortfund),,iDAI gazetteer
1689,Stadtlohn,,iDAI gazetteer
1690,Velen,,iDAI gazetteer
1691,Ramsdorf,,iDAI gazetteer
1692,Ramsdorf II,,iDAI gazetteer
1693,Vreden,,iDAI gazetteer
1694,Billerbeck,,iDAI gazetteer
1695,Coesfeld,,iDAI gazetteer
1696,Coesfeld II,,iDAI gazetteer
1697,Coesfeld III,,iDAI gazetteer
1698,Coesfeld IV,,iDAI gazetteer
1699,Gaupel,,iDAI gazetteer
1700,Lette,,iDAI gazetteer
1701,Dülmen,Einzelfund,iDAI gazetteer
1702,Dülmen II,,iDAI gazetteer
1703,Dülmen III,,iDAI gazetteer
1704,Empte,,iDAI gazetteer
1705,Merfeld,,iDAI gazetteer
1706,Leversum,,iDAI gazetteer
1707,Reckelsum (Grabfund),,iDAI gazetteer
1708,Reckelsum (Hortfund),,iDAI gazetteer
1709,Nottuln (Hortfund),Schatzfund,iDAI gazetteer
1710,Nottuln,Einzelfund,iDAI gazetteer
1711,Nottuln II,Einzelfund,iDAI gazetteer
1712,Nottuln III,Einzelfund,iDAI gazetteer
1713,Nottuln IV,Einzelfund,iDAI gazetteer
1714,Sülsen,,iDAI gazetteer
1715,Vinnum,,iDAI gazetteer
1716,Holtwick,,iDAI gazetteer
1717,Osterwick (Siedlungsfund),,iDAI gazetteer
1718,Castrop-Rauxel,,iDAI gazetteer
1719,Castrop-Rauxel II,,iDAI gazetteer
